BillURL,SessionYr,BillName,BillCat,StageName,StageDate,StageLink
http://services.parliament.uk//bills/2009-10/appropriation.html,2009-10,Appropriation (No. 2) Act,G,2nd reading: House of Lords,08.04.2010,http://www.publications.parliament.uk/pa/ld200910/ldhansrd/text/100408-0004.htm#10040856001062
http://services.parliament.uk//bills/2009-10/appropriation.html,2009-10,Appropriation (No. 2) Act,G,3rd reading: House of Lords,08.04.2010,http://www.publications.parliament.uk/pa/ld200910/ldhansrd/text/100408-0004.htm#10040856001062
http://services.parliament.uk//bills/2009-10/appropriation.html,2009-10,Appropriation (No. 2) Act,G,Royal Assent,08.04.2010,http://www.publications.parliament.uk/pa/ld200910/ldhansrd/text/100408-0013.htm#10040856001075
http://services.parliament.uk//bills/2009-10/appropriation.html,2009-10,Appropriation (No. 2) Act,G,Committee negatived: House of Lords,08.04.2010,http://www.publications.parliament.uk/pa/ld200910/ldhansrd/text/100408-0004.htm#10040856001062
http://services.parliament.uk//bills/2009-10/armeniangenocideremembranceday.html,2009-10,Armenian Genocide Remembrance Day Bill,PMB-C,1st reading: House of Commons,06.01.2010,http://www.publications.parliament.uk/pa/pabills/no_debate.htm
http://services.parliament.uk//bills/2009-10/beverleyfreemenhl.html,2009-10,Beverley Freemen Act,PB,Petition to introduce a Private Bill presented to Parliament,27.11.2008,http://www.publications.parliament.uk/pa/cm200809/cmpribus/pb081204.htm
http://services.parliament.uk//bills/2009-10/beverleyfreemenhl.html,2009-10,Beverley Freemen Act,PB,1st reading: House of Lords,22.01.2009,http://www.publications.parliament.uk/pa/ld200809/minutes/090123/ldordpap.htm#minproc
http://services.parliament.uk//bills/2009-10/beverleyfreemenhl.html,2009-10,Beverley Freemen Act,PB,2nd reading: House of Lords,17.03.2009,http://www.publications.parliament.uk/pa/ld200809/minutes/090318/ldordpap.htm#minproc
http://services.parliament.uk//bills/2009-10/beverleyfreemenhl.html,2009-10,Beverley Freemen Act,PB,Motion to carry-over Bill to next session: House of Lords,29.10.2009,http://www.publications.parliament.uk/pa/ld200809/minutes/091102/ldordpap.htm#minproc
http://services.parliament.uk//bills/2009-10/beverleyfreemenhl.html,2009-10,Beverley Freemen Act,PB,Motion to carry-over Bill to next session: House of Commons,03.11.2009,http://www.publications.parliament.uk/pa/cm200809/cmvote/91103v01.htm
http://services.parliament.uk//bills/2009-10/beverleyfreemenhl.html,2009-10,Beverley Freemen Act,PB,Lords UBC day 1: House of Lords,10.11.2009,http://www.publications.parliament.uk/pa/ld200809/ldprivbill/bev/ubc/ucubc02.htm
http://services.parliament.uk//bills/2009-10/beverleyfreemenhl.html,2009-10,Beverley Freemen Act,PB,Bill reintroduced: House of Lords,19.11.2009,http://www.publications.parliament.uk/pa/ld200910/minutes/091123/ldordpap.htm#minproc
http://services.parliament.uk//bills/2009-10/beverleyfreemenhl.html,2009-10,Beverley Freemen Act,PB,3rd reading (scroll down to item 3): House of Lords,25.11.2009,http://www.publications.parliament.uk/pa/ld200910/minutes/091126/ldordpap.htm#minproc
http://services.parliament.uk//bills/2009-10/beverleyfreemenhl.html,2009-10,Beverley Freemen Act,PB,1st reading: House of Commons,30.11.2009,http://www.publications.parliament.uk/pa/cm200910/cmvote/91130v01.htm
http://services.parliament.uk//bills/2009-10/beverleyfreemenhl.html,2009-10,Beverley Freemen Act,PB,2nd reading: House of Commons,08.12.2009,
http://services.parliament.uk//bills/2009-10/beverleyfreemenhl.html,2009-10,Beverley Freemen Act,PB,Bill considered by the Unopposed Bill Committee: House of Commons,12.01.2010,http://www.publications.parliament.uk/pa/cm200910/cmprbill/019/corrbev02.htm
http://services.parliament.uk//bills/2009-10/beverleyfreemenhl.html,2009-10,Beverley Freemen Act,PB,3rd reading: House of Commons,19.01.2010,
http://services.parliament.uk//bills/2009-10/beverleyfreemenhl.html,2009-10,Beverley Freemen Act,PB,Royal Assent,21.01.2010,http://www.publications.parliament.uk/pa/ld200910/ldhansrd/text/100121-0003.htm#10012120000807
http://services.parliament.uk//bills/2009-10/bilingualjurieswales.html,2009-10,Bilingual Juries (Wales) Bill,PMB-C,1st reading: House of Commons,01.03.2010,http://www.publications.parliament.uk/pa/pabills/no_debate.htm
http://services.parliament.uk//bills/2009-10/bournemouthboroughcouncilhl.html,2009-10,Bournemouth Borough Council Act,PB,Petition to introduce a Private Bill presented to Parliament,27.11.2006,http://www.publications.parliament.uk/pa/ld200607/minutes/061128/ldordpap.htm#minproc
http://services.parliament.uk//bills/2009-10/bournemouthboroughcouncilhl.html,2009-10,Bournemouth Borough Council Act,PB,1st reading: House of Lords,22.01.2007,http://www.publications.parliament.uk/pa/ld200607/minutes/070123/ldordpap.htm#minproc
http://services.parliament.uk//bills/2009-10/bournemouthboroughcouncilhl.html,2009-10,Bournemouth Borough Council Act,PB,2nd reading: House of Lords,20.02.2007,http://www.publications.parliament.uk/pa/ld200607/ldhansrd/text/70220-0002.htm#07022051000002
http://services.parliament.uk//bills/2009-10/bournemouthboroughcouncilhl.html,2009-10,Bournemouth Borough Council Act,PB,Opposed Bill Committee - 1st day: House of Lords,03.07.2007,http://www.publications.parliament.uk/pa/ld200607/ldselect/ldobcbm0607/corr/cbm102.htm
http://services.parliament.uk//bills/2009-10/bournemouthboroughcouncilhl.html,2009-10,Bournemouth Borough Council Act,PB,Opposed Bill Committee - 2nd day: House of Lords,10.07.2007,http://www.publications.parliament.uk/pa/ld200607/ldselect/ldobcbm0607/corr/cbm202.htm
http://services.parliament.uk//bills/2009-10/bournemouthboroughcouncilhl.html,2009-10,Bournemouth Borough Council Act,PB,Motion to carry-over Bill to next session: House of Lords,22.10.2007,http://www.publications.parliament.uk/pa/ld200607/ldhansrd/text/71022-0002.htm#0710224000006
http://services.parliament.uk//bills/2009-10/bournemouthboroughcouncilhl.html,2009-10,Bournemouth Borough Council Act,PB,Motion to carry-over Bill to next session: House of Commons,24.10.2007,http://www.publications.parliament.uk/pa/cm200607/cmhansrd/cm071024/debtext/71024-0001.htm#07102442000009
http://services.parliament.uk//bills/2009-10/bournemouthboroughcouncilhl.html,2009-10,Bournemouth Borough Council Act,PB,Bill reintroduced and other formal stages: House of Lords,08.11.2007,http://www.publications.parliament.uk/pa/ld200708/ldhansrd/text/71108-0014.htm#07110863000002
http://services.parliament.uk//bills/2009-10/bournemouthboroughcouncilhl.html,2009-10,Bournemouth Borough Council Act,PB,3rd reading: House of Lords,29.11.2007,http://www.publications.parliament.uk/pa/ld200708/ldhansrd/text/71129-0014.htm#07112977000002
http://services.parliament.uk//bills/2009-10/bournemouthboroughcouncilhl.html,2009-10,Bournemouth Borough Council Act,PB,1st reading: House of Commons,29.11.2007,http://www.publications.parliament.uk/pa/cm200708/cmvote/71129v01.htm
http://services.parliament.uk//bills/2009-10/bournemouthboroughcouncilhl.html,2009-10,Bournemouth Borough Council Act,PB,2nd reading - 1st day: House of Commons,12.06.2008,http://www.publications.parliament.uk/pa/cm200708/cmhansrd/cm080612/debtext/80612-0014.htm#column_519
http://services.parliament.uk//bills/2009-10/bournemouthboroughcouncilhl.html,2009-10,Bournemouth Borough Council Act,PB,2nd reading - 2nd day: House of Commons,29.10.2008,http://www.publications.parliament.uk/pa/cm200708/cmhansrd/cm081029/debtext/81029-0013.htm#08102932000002
http://services.parliament.uk//bills/2009-10/bournemouthboroughcouncilhl.html,2009-10,Bournemouth Borough Council Act,PB,Opposed Bill Committee - 1st day: House of Commons,30.06.2009,http://www.publications.parliament.uk/pa/cm200809/cmprbill/001/pet/090630/bm01.htm
http://services.parliament.uk//bills/2009-10/bournemouthboroughcouncilhl.html,2009-10,Bournemouth Borough Council Act,PB,Opposed Bill Committee - 2nd day: House of Commons,01.07.2009,http://www.publications.parliament.uk/pa/cm200809/cmprbill/001/pet/090701/bm02.htm
http://services.parliament.uk//bills/2009-10/bournemouthboroughcouncilhl.html,2009-10,Bournemouth Borough Council Act,PB,Bill reintroduced: House of Commons,03.12.2009,
http://services.parliament.uk//bills/2009-10/bournemouthboroughcouncilhl.html,2009-10,Bournemouth Borough Council Act,PB,Report stage: 1st sitting (debate adjourned): House of Commons,21.01.2010,http://www.publications.parliament.uk/pa/cm200910/cmhansrd/cm100121/debtext/100121-0011.htm#10012163000001
http://services.parliament.uk//bills/2009-10/bournemouthboroughcouncilhl.html,2009-10,Bournemouth Borough Council Act,PB,Report stage: 2nd sitting (amendments made): House of Commons,28.01.2010,http://www.publications.parliament.uk/pa/cm200910/cmhansrd/cm100128/debtext/100128-0012.htm#10012861000002
http://services.parliament.uk//bills/2009-10/bournemouthboroughcouncilhl.html,2009-10,Bournemouth Borough Council Act,PB,3rd reading (taken immediately after consideration): House of Commons,28.01.2010,http://www.publications.parliament.uk/pa/ld200708/ldhansrd/text/71129-0014.htm#07112977000002
http://services.parliament.uk//bills/2009-10/bournemouthboroughcouncilhl.html,2009-10,Bournemouth Borough Council Act,PB,Ping Pong: House of Lords,30.03.2010,http://www.publications.parliament.uk/pa/ld200910/ldhansrd/text/100330-0010.htm#10033046000709
http://services.parliament.uk//bills/2009-10/bournemouthboroughcouncilhl.html,2009-10,Bournemouth Borough Council Act,PB,Ping Pong: House of Commons,07.04.2010,http://www.publications.parliament.uk/pa/cm200910/cmhansrd/cm100407/debtext/100407-0001.htm#10040729000010
http://services.parliament.uk//bills/2009-10/bournemouthboroughcouncilhl.html,2009-10,Bournemouth Borough Council Act,PB,Royal Assent,08.04.2010,http://www.publications.parliament.uk/pa/ld200910/ldhansrd/text/100408-0013.htm#10040856001075
http://services.parliament.uk//bills/2009-10/briberyhl.html,2009-10,Bribery Act,G,1st reading: House of Lords,19.11.2009,http://www.publications.parliament.uk/pa/ld200910/ldhansrd/text/91119-0001.htm#09111939000575
http://services.parliament.uk//bills/2009-10/briberyhl.html,2009-10,Bribery Act,G,2nd reading: House of Lords,09.12.2009,http://www.publications.parliament.uk/pa/ld200910/ldhansrd/text/91209-0002.htm#09120947000329
http://services.parliament.uk//bills/2009-10/briberyhl.html,2009-10,Bribery Act,G,Committee: 1st sitting: House of Lords,07.01.2010,http://www.publications.parliament.uk/pa/ld200910/ldhansrd/text/100107-gc0001.htm#10010743000466
http://services.parliament.uk//bills/2009-10/briberyhl.html,2009-10,Bribery Act,G,Committee: 2nd sitting: House of Lords,13.01.2010,http://www.publications.parliament.uk/pa/ld200910/ldhansrd/text/100113-gc0001.htm#10011368000340
http://services.parliament.uk//bills/2009-10/briberyhl.html,2009-10,Bribery Act,G,Report stage: House of Lords,02.02.2010,http://www.publications.parliament.uk/pa/ld200910/ldhansrd/text/100202-0002.htm#10020253000438
http://services.parliament.uk//bills/2009-10/briberyhl.html,2009-10,Bribery Act,G,3rd reading: House of Lords,08.02.2010,http://www.publications.parliament.uk/pa/ld200910/ldhansrd/text/100208-0002.htm#1002081000241
http://services.parliament.uk//bills/2009-10/briberyhl.html,2009-10,Bribery Act,G,1st reading: House of Commons,09.02.2010,http://www.publications.parliament.uk/pa/pabills/no_debate.htm
http://services.parliament.uk//bills/2009-10/briberyhl.html,2009-10,Bribery Act,G,2nd reading: House of Commons,03.03.2010,http://www.publications.parliament.uk/pa/cm200910/cmhansrd/cm100303/debtext/100303-0004.htm#10030353000003
http://services.parliament.uk//bills/2009-10/briberyhl.html,2009-10,Bribery Act,G,Programme motion: House of Commons,03.03.2010,http://www.publications.parliament.uk/pa/cm200910/cmhansrd/cm100303/debtext/100303-0010.htm#10030353000012
http://services.parliament.uk//bills/2009-10/briberyhl.html,2009-10,Bribery Act,G,Committee Stage: 1st sitting: House of Commons,16.03.2010,http://www.publications.parliament.uk/pa/cm200910/cmpublic/bribery/100316/am/100316s01.htm
http://services.parliament.uk//bills/2009-10/briberyhl.html,2009-10,Bribery Act,G,Committee Stage: 2nd sitting: House of Commons,16.03.2010,http://www.publications.parliament.uk/pa/cm200910/cmpublic/bribery/100316/pm/100316s01.htm
http://services.parliament.uk//bills/2009-10/briberyhl.html,2009-10,Bribery Act,G,Committee Stage: 3rd sitting: House of Commons,18.03.2010,http://www.publications.parliament.uk/pa/cm200910/cmpublic/bribery/100318/am/100318s01.htm
http://services.parliament.uk//bills/2009-10/briberyhl.html,2009-10,Bribery Act,G,Committee Stage: 4th sitting: House of Commons,18.03.2010,http://www.publications.parliament.uk/pa/cm200910/cmpublic/bribery/100318/pm/100318s01.htm
http://services.parliament.uk//bills/2009-10/briberyhl.html,2009-10,Bribery Act,G,Committee Stage: 5th sitting: House of Commons,23.03.2010,http://www.publications.parliament.uk/pa/cm200910/cmpublic/bribery/100323/am/100323s01.htm
http://services.parliament.uk//bills/2009-10/briberyhl.html,2009-10,Bribery Act,G,Report stage: House of Commons,07.04.2010,http://www.publications.parliament.uk/pa/cm200910/cmhansrd/cm100407/debtext/100407-0009.htm#10040729000002
http://services.parliament.uk//bills/2009-10/briberyhl.html,2009-10,Bribery Act,G,3rd reading: House of Commons,07.04.2010,http://www.publications.parliament.uk/pa/cm200910/cmhansrd/cm100407/debtext/100407-0011.htm#10040729000003
http://services.parliament.uk//bills/2009-10/briberyhl.html,2009-10,Bribery Act,G,Ping Pong: House of Lords,08.04.2010,http://www.publications.parliament.uk/pa/ld200910/ldhansrd/text/100408-0008.htm#10040856001066
http://services.parliament.uk//bills/2009-10/briberyhl.html,2009-10,Bribery Act,G,Royal Assent,08.04.2010,http://www.publications.parliament.uk/pa/ld200910/ldhansrd/text/100408-0013.htm#10040856001075
http://services.parliament.uk//bills/2009-10/britishmuseumact1963amendment.html,2009-10,British Museum Act 1963 (Amendment) Bill,PMB-C,1st reading: House of Commons,06.01.2010,http://www.publications.parliament.uk/pa/pabills/no_debate.htm
http://services.parliament.uk//bills/2009-10/buildingregulationsamendmenthl.html,2009-10,Building Regulations (Amendment)  Bill [HL],PMB-L,1st reading: House of Lords,19.11.2009,http://www.publications.parliament.uk/pa/ld200910/ldhansrd/text/91119-0001.htm#09111939000582
http://services.parliament.uk//bills/2009-10/buildingregulationsamendmenthl.html,2009-10,Building Regulations (Amendment)  Bill [HL],PMB-L,2nd reading: House of Lords,15.01.2010,http://www.publications.parliament.uk/pa/ld200910/ldhansrd/text/100115-0001.htm#10011519000408
http://services.parliament.uk//bills/2009-10/buildingregulationsamendmenthl.html,2009-10,Building Regulations (Amendment)  Bill [HL],PMB-L,Committee: 1st sitting: House of Lords,05.03.2010,http://www.publications.parliament.uk/pa/ld200910/ldhansrd/text/100305-0001.htm#10030531000644
http://services.parliament.uk//bills/2009-10/buildingregulationsamendmenthl.html,2009-10,Building Regulations (Amendment)  Bill [HL],PMB-L,Report stage: House of Lords,22.03.2010,http://www.publications.parliament.uk/pa/ld200910/ldhansrd/text/100322-0002.htm#1003222000332
http://services.parliament.uk//bills/2009-10/canterburycitycouncil.html,2009-10,Canterbury City Council Bill,PB,Petition to introduce a Private Bill presented to Parliament,27.11.2007,http://www.publications.parliament.uk/pa/ld200708/minutes/071128/ldordpap.htm#minproc
http://services.parliament.uk//bills/2009-10/canterburycitycouncil.html,2009-10,Canterbury City Council Bill,PB,1st reading: House of Commons,22.01.2008,http://www.publications.parliament.uk/pa/cm200708/cmvote/80122v01.htm
http://services.parliament.uk//bills/2009-10/canterburycitycouncil.html,2009-10,Canterbury City Council Bill,PB,2nd reading - 1st day: House of Commons,12.06.2008,http://www.publications.parliament.uk/pa/cm200708/cmhansrd/cm080612/debtext/80612-0014.htm#column_519
http://services.parliament.uk//bills/2009-10/canterburycitycouncil.html,2009-10,Canterbury City Council Bill,PB,2nd reading - 2nd day: House of Commons,29.10.2008,http://www.publications.parliament.uk/pa/cm200708/cmhansrd/cm081029/debtext/81029-0013.htm#08102932000002
http://services.parliament.uk//bills/2009-10/canterburycitycouncil.html,2009-10,Canterbury City Council Bill,PB,Unopposed Bill Committee - 1st day: House of Commons,08.07.2009,http://www.publications.parliament.uk/pa/cm200809/cmprbill/ubc/080709/ubc080709.htm
http://services.parliament.uk//bills/2009-10/canterburycitycouncil.html,2009-10,Canterbury City Council Bill,PB,Bill reintroduced: House of Commons,10.12.2009,
http://services.parliament.uk//bills/2009-10/canterburycitycouncil.html,2009-10,Canterbury City Council Bill,PB,3rd reading: House of Commons,14.01.2010,http://pubs1.tso.parliament.uk/pa/cm200910/cmhansrd/cm100114/debtext/100114-0012.htm#10011456000002
http://services.parliament.uk//bills/2009-10/canterburycitycouncil.html,2009-10,Canterbury City Council Bill,PB,3rd reading: House of Commons,14.01.2010,http://pubs1.tso.parliament.uk/pa/cm200910/cmhansrd/cm100114/debtext/100114-0012.htm#10011456000002
http://services.parliament.uk//bills/2009-10/canterburycitycouncil.html,2009-10,Canterbury City Council Bill,PB,1st reading: House of Lords,15.01.2010,http://www.publications.parliament.uk/pa/ld200910/minutes/100118/ldordpap.htm#minproc
http://services.parliament.uk//bills/2009-10/canterburycitycouncil.html,2009-10,Canterbury City Council Bill,PB,Bill reintroduced - see item 12: House of Commons,13.07.2010,http://www.publications.parliament.uk/pa/cm201011/cmvote/100713v01.htm
http://services.parliament.uk//bills/2009-10/canterburycitycouncil.html,2009-10,Canterbury City Council Bill,PB,Bill reintroduced - item 6: House of Lords,13.07.2010,http://www.publications.parliament.uk/pa/ld201011/minutes/100714/ldordpap.htm#minproc
http://services.parliament.uk//bills/2009-10/canterburycitycouncil.html,2009-10,Canterbury City Council Bill,PB,2nd reading: House of Lords,19.10.2010,http://www.publications.parliament.uk/pa/ld201011/ldhansrd/text/101019-0001.htm#10101930000473
http://services.parliament.uk//bills/2009-10/canterburycitycouncil.html,2009-10,Canterbury City Council Bill,PB,Instruction to Committee on the Bill: House of Lords,19.10.2010,http://www.publications.parliament.uk/pa/ld201011/minutes/101020/ldordpap.htm#minproc
http://services.parliament.uk//bills/2009-10/canterburycitycouncil.html,2009-10,Canterbury City Council Bill,PB,"Corrected Transcript of Day 1 - House of Lords Opposed Bill Committee on the Canterbury CC, Leeds CC, Nottingham CC and Reading BC Bills: House of Lords",02.11.2011,http://www.publications.parliament.uk/pa/privbill/201012/cant/canterbury14402.htm
http://services.parliament.uk//bills/2009-10/canterburycitycouncil.html,2009-10,Canterbury City Council Bill,PB,"Corrected Transcript of Day 2 - House of Lords Opposed Bill Committee on the Canterbury CC, Leeds CC, Nottingham CC and Reading BC Bills: House of Lords",03.11.2011,http://www.publications.parliament.uk/pa/privbill/201012/cant/canterbury14403.htm
http://services.parliament.uk//bills/2009-10/canterburycitycouncil.html,2009-10,Canterbury City Council Bill,PB,"Corrected Transcript of Day 3 - House of Lords Opposed Bill Committee on the Canterbury CC, Leeds CC, Nottingham CC and Reading BC Bills: House of Lords",09.11.2011,http://www.publications.parliament.uk/pa/privbill/201012/cant/canterbury14404.htm
http://services.parliament.uk//bills/2009-10/canterburycitycouncil.html,2009-10,Canterbury City Council Bill,PB,Committee stage: House of Lords,24.11.2011,
http://services.parliament.uk//bills/2009-10/canterburycitycouncil.html,2009-10,Canterbury City Council Bill,PB,3rd reading: House of Lords,Date to be announced,
http://services.parliament.uk//bills/2009-10/carehomesandshelteredaccommodationdomesticpets.html,2009-10,Care Homes and Sheltered Accommodation (Domestic Pets) Bill,PMB-C,1st reading: House of Commons,16.12.2009,http://www.publications.parliament.uk/pa/pabills/no_debate.htm
http://services.parliament.uk//bills/2009-10/carehomesandshelteredaccommodationdomesticpets.html,2009-10,Care Homes and Sheltered Accommodation (Domestic Pets) Bill,PMB-C,2nd reading: House of Commons,05.03.2010,http://www.publications.parliament.uk/pa/cm200910/cmhansrd/cm100305/debtext/100305-0009.htm#10030528000003
http://services.parliament.uk//bills/2009-10/childpoverty.html,2009-10,Child Poverty Act,G,1st reading: House of Commons,11.06.2009,http://www.publications.parliament.uk/pa/cm200809/cmhansrd/cm090611/debtext/90611-0006.htm#colum_952
http://services.parliament.uk//bills/2009-10/childpoverty.html,2009-10,Child Poverty Act,G,2nd reading: House of Commons,20.07.2009,http://www.publications.parliament.uk/pa/cm200809/cmhansrd/cm090720/debtext/90720-0007.htm#0907206000001
